LocationID,latitude,longitude,zone_borough
1,-74.17427027586203,40.69024330172403,"Newark Airport, EWR"
2,-73.81764292356883,40.61216268077739,"Jamaica Bay, Queens"
3,-73.84650986336355,40.86429403840487,"Allerton/Pelham Gardens, Bronx"
4,-73.97520908904804,40.72385314970739,"Alphabet City, Manhattan"
5,-74.1898026069764,40.55667805421755,"Arden Heights, Staten Island"
6,-74.07174675600427,40.60111748548471,"Arrochar/Fort Wadsworth, Staten Island"
7,-73.91936504548893,40.7614329365109,"Astoria, Queens"
8,-73.9233958241691,40.77807743974381,"Astoria Park, Queens"
9,-73.79018835662424,40.750302438936416,"Auburndale, Queens"
10,-73.79031743432476,40.67793075647762,"Baisley Park, Queens"
11,-74.00902265466557,40.602691959021456,"Bath Beach, Brooklyn"
12,-74.01547738338621,40.702091093786365,"Battery Park, Manhattan"
13,-74.01732560300114,40.70941900773059,"Battery Park City, Manhattan"
14,-74.02924605730355,40.625195972929376,"Bay Ridge, Brooklyn"
15,-73.77860618505592,40.79099485971974,"Bay Terrace/Fort Totten, Queens"
16,-73.76797232853129,40.76281126316483,"Bayside, Queens"
17,-73.95031617778682,40.6923989522704,"Bedford, Brooklyn"
18,-73.88938681168742,40.8688767444921,"Bedford Park, Bronx"
19,-73.72886971018566,40.73468188788073,"Bellerose, Queens"
20,-73.88536610645447,40.85894073699991,"Belmont, Bronx"
21,-73.99043980619618,40.5968857703449,"Bensonhurst East, Brooklyn"
22,-73.99579855752064,40.60880523078704,"Bensonhurst West, Brooklyn"
23,-74.1905121246577,40.60462435297202,"Bloomfield/Emerson Hill, Staten Island"
24,-73.967739177612,40.80294679300086,"Bloomingdale, Manhattan"
25,-73.98592946008687,40.68658766210137,"Boerum Hill, Brooklyn"
26,-73.98795177269223,40.630737482492215,"Borough Park, Brooklyn"
27,-73.89081930147192,40.56129837263247,"Breezy Point/Fort Tilden/Riis Beach, Queens"
28,-73.80698408223753,40.712313509004865,"Briarwood/Jamaica Hills, Queens"
29,-73.96050734707573,40.5799339928816,"Brighton Beach, Brooklyn"
30,-73.82289586807936,40.602882041910725,"Broad Channel, Queens"
31,-73.87512407634514,40.8603103834642,"Bronx Park, Bronx"
32,-73.86541526840395,40.86211607946457,"Bronxdale, Bronx"
33,-73.9955014550299,40.696964270959285,"Brooklyn Heights, Brooklyn"
34,-73.97417568680176,40.70270189830485,"Brooklyn Navy Yard, Brooklyn"
35,-73.9103289320326,40.66399062130709,"Brownsville, Brooklyn"
36,-73.91683429697895,40.69925991247543,"Bushwick North, Brooklyn"
37,-73.92392072772924,40.69546427339089,"Bushwick South, Brooklyn"
38,-73.73553021222953,40.695104353263055,"Cambria Heights, Queens"
39,-73.89170628843904,40.64248158549986,"Canarsie, Brooklyn"
40,-73.99662564459295,40.67789943259294,"Carroll Gardens, Brooklyn"
41,-73.95057322060862,40.80335612940571,"Central Harlem, Manhattan"
42,-73.9370746563841,40.8263844460338,"Central Harlem North, Manhattan"
43,-73.96649770875564,40.781507034839606,"Central Park, Manhattan"
44,-74.23734818312742,40.52993928435698,"Charleston/Tottenville, Staten Island"
45,-73.9980492213935,40.71156838061706,"Chinatown, Manhattan"
46,-73.7858510856061,40.85026745326246,"City Island, Bronx"
47,-73.90047161694585,40.84321380141884,"Claremont/Bathgate, Bronx"
48,-73.99074395346146,40.76139808919221,"Clinton East, Manhattan"
49,-73.96138225466319,40.690254468091744,"Clinton Hill, Brooklyn"
50,-73.99747392973038,40.76783757642029,"Clinton West, Manhattan"
51,-73.83037051104496,40.875532264342255,"Co-Op City, Bronx"
52,-73.99623989621614,40.68651995745938,"Cobble Hill, Brooklyn"
53,-73.85106138828172,40.783239730407956,"College Point, Queens"
54,-74.00375098523543,40.68749173768143,"Columbia Street, Brooklyn"
55,-73.9879681399386,40.575390514859066,"Coney Island, Brooklyn"
56,-73.85660822876821,40.74079142991454,"Corona, Queens"
57,-73.85332960840732,40.752092994629535,"Corona, Queens"
58,-73.81521471028852,40.843988174908695,"Country Club, Bronx"
59,-73.89505101724278,40.837955176214194,"Crotona Park, Bronx"
60,-73.88343061378563,40.835267660811134,"Crotona Park East, Bronx"
61,-73.9355795503105,40.67512277921203,"Crown Heights North, Brooklyn"
62,-73.9463289500483,40.66621642791926,"Crown Heights South, Brooklyn"
63,-73.88457263684568,40.68095094960097,"Cypress Hills, Brooklyn"
64,-73.74863380292766,40.76263562904349,"Douglaston, Queens"
65,-73.9852380136417,40.6958705015447,"Downtown Brooklyn/MetroTech, Brooklyn"
66,-73.98768663646352,40.7031327325329,"DUMBO/Vinegar Hill, Brooklyn"
67,-74.01504208243959,40.61743321146543,"Dyker Heights, Brooklyn"
68,-74.00055338001442,40.74825055415933,"East Chelsea, Manhattan"
69,-73.91513134072308,40.83058287371742,"East Concourse/Concourse Village, Bronx"
70,-73.86587099635449,40.76327343969991,"East Elmhurst, Queens"
71,-73.93595734017637,40.64276010509795,"East Flatbush/Farragut, Brooklyn"
72,-73.92148188772556,40.65259402195565,"East Flatbush/Remsen Village, Brooklyn"
73,-73.80716879030099,40.752945150085935,"East Flushing, Queens"
74,-73.93401176672427,40.804589317055,"East Harlem North, Manhattan"
75,-73.94187928469455,40.78825569068814,"East Harlem South, Manhattan"
76,-73.87553731696713,40.65481957240652,"East New York, Brooklyn"
77,-73.89488454298962,40.66711126608238,"East New York/Pennsylvania Avenue, Brooklyn"
78,-73.88120190706478,40.843782843908016,"East Tremont, Bronx"
79,-73.98648683022026,40.72675919871179,"East Village, Manhattan"
80,-73.93082203589744,40.71505083727544,"East Williamsburg, Brooklyn"
81,-73.83102438063452,40.881655895140845,"Eastchester, Bronx"
82,-73.87952011564647,40.73720609907318,"Elmhurst, Queens"
83,-73.89288058490204,40.73789131166799,"Elmhurst/Maspeth, Queens"
84,-74.19254830736543,40.52052400920865,"Eltingville/Annadale/Prince's Bay, Staten Island"
85,-73.95188799483009,40.64579709637726,"Erasmus, Brooklyn"
86,-73.7575577986096,40.602716901576045,"Far Rockaway, Queens"
87,-74.00555030731743,40.704632069846596,"Financial District North, Manhattan"
88,-74.01181057800497,40.701272622757735,"Financial District South, Manhattan"
89,-73.96209894515745,40.636981499869776,"Flatbush/Ditmas Park, Brooklyn"
90,-73.99678865343327,40.74218874363324,"Flatiron, Manhattan"
91,-73.92937829673706,40.62812101710276,"Flatlands, Brooklyn"
92,-73.82766206854161,40.76028120270716,"Flushing, Queens"
93,-73.8458960869018,40.74751935423859,"Flushing Meadows-Corona Park, Queens"
94,-73.89892588398602,40.85868919311103,"Fordham South, Bronx"
95,-73.84478828390046,40.72127900116013,"Forest Hills, Queens"
96,-73.86420961517398,40.69980487998139,"Forest Park/Highland Park, Queens"
97,-73.97761243126777,40.69157651433027,"Fort Greene, Brooklyn"
98,-73.77490131094913,40.731965853859286,"Fresh Meadows, Queens"
99,-74.2031811523064,40.5682286720414,"Freshkills Park, Staten Island"
100,-73.98871599355991,40.75338644003992,"Garment District, Manhattan"
101,-73.71560713472549,40.74649686377888,"Glen Oaks, Queens"
102,-73.87706507814806,40.701802320067806,"Glendale, Queens"
103,-74.04577206414314,40.690330527725614,"Governor's Island/Ellis Island/Liberty Island, Manhattan"
104,-74.04058459648623,40.69948902725996,"Governor's Island/Ellis Island/Liberty Island, Manhattan"
105,-74.0169586307648,40.69001065188087,"Governor's Island/Ellis Island/Liberty Island, Manhattan"
106,-73.99187384175548,40.67382309206658,"Gowanus, Brooklyn"
107,-73.98426922264277,40.73670614808919,"Gramercy, Manhattan"
108,-73.98862023769574,40.58656210882806,"Gravesend, Brooklyn"
109,-74.14351665280606,40.54305055320943,"Great Kills, Staten Island"
110,-74.12998068179228,40.540365552552764,"Great Kills Park, Staten Island"
111,-73.99066289428563,40.653079177857045,"Green-Wood Cemetery, Brooklyn"
112,-73.95051598317748,40.73439145228447,"Greenpoint, Brooklyn"
113,-73.9942024569999,40.73190725302693,"Greenwich Village North, Manhattan"
114,-73.99696399176185,40.727634697071345,"Greenwich Village South, Manhattan"
115,-74.08447422989713,40.61892170080832,"Grymes Hill/Clifton, Staten Island"
116,-73.9507273017448,40.82791996100757,"Hamilton Heights, Manhattan"
117,-73.79131618670787,40.59682815827486,"Hammels/Arverne, Queens"
118,-74.12842852830566,40.58854850224251,"Heartland Village/Todt Hill, Staten Island"
119,-73.9262640376513,40.83793777073582,"Highbridge, Bronx"
120,-73.93132296251538,40.84486112583499,"Highbridge Park, Manhattan"
121,-73.80535975342914,40.72835742080356,"Hillcrest/Pomonok, Queens"
122,-73.76402059250488,40.71043410518803,"Hollis, Queens"
123,-73.9647298902962,40.59826462781472,"Homecrest, Brooklyn"
124,-73.84737427908334,40.655355228548395,"Howard Beach, Queens"
125,-74.00891583848474,40.725759927699855,"Hudson Sq, Manhattan"
126,-73.88912911814518,40.807363875900414,"Hunts Point, Bronx"
127,-73.91748477548127,40.86259532999613,"Inwood, Manhattan"
128,-73.92138012666193,40.87465616421086,"Inwood Hill Park, Manhattan"
129,-73.88718209194263,40.75947494033324,"Jackson Heights, Queens"
130,-73.79052743458273,40.706137874803595,"Jamaica, Queens"
131,-73.77782421038721,40.71954553290467,"Jamaica Estates, Queens"
132,-73.78374464223006,40.63906784736892,"JFK Airport, Queens"
133,-73.97651004580256,40.64073359643411,"Kensington, Brooklyn"
134,-73.83162045185861,40.70855464641295,"Kew Gardens, Queens"
135,-73.82087673493638,40.72787583881262,"Kew Gardens Hills, Queens"
136,-73.907761068629,40.86512432789063,"Kingsbridge Heights, Bronx"
137,-73.97382133463046,40.7378846811117,"Kips Bay, Manhattan"
138,-73.87282104019933,40.774627080754335,"LaGuardia Airport, Queens"
139,-73.74506711581957,40.67671822850811,"Laurelton, Queens"
140,-73.95571997200138,40.763906791082924,"Lenox Hill East, Manhattan"
141,-73.96011264961102,40.76561998731472,"Lenox Hill West, Manhattan"
142,-73.98229597835794,40.77131375940731,"Lincoln Square East, Manhattan"
143,-73.99006535672831,40.77639415945141,"Lincoln Square West, Manhattan"
144,-73.99667510082044,40.720970216820426,"Little Italy/NoLiTa, Manhattan"
145,-73.95488100030678,40.74251557085418,"Long Island City/Hunters Point, Queens"
146,-73.93579074172052,40.75311991594109,"Long Island City/Queens Plaza, Queens"
147,-73.89856557768647,40.81974319807454,"Longwood, Bronx"
148,-73.99121829709992,40.71826706967133,"Lower East Side, Manhattan"
149,-73.94644375217574,40.6055652420109,"Madison, Brooklyn"
150,-73.94123010827568,40.581247071743554,"Manhattan Beach, Brooklyn"
151,-73.97100993152023,40.799377062187205,"Manhattan Valley, Manhattan"
152,-73.95613224835142,40.819640190628554,"Manhattanville, Manhattan"
153,-73.91181743207267,40.87456934756948,"Marble Hill, Manhattan"
154,-73.91474343187207,40.59456452976672,"Marine Park/Floyd Bennett Field, Brooklyn"
155,-73.90199773984641,40.613248888983684,"Marine Park/Mill Basin, Brooklyn"
156,-74.17392405851037,40.64078797613253,"Mariners Harbor, Staten Island"
157,-73.90391721148785,40.723503047577246,"Maspeth, Queens"
158,-74.01048596077105,40.73689618882253,"Meatpacking/West Village West, Manhattan"
159,-73.91345145068448,40.819890777201245,"Melrose South, Bronx"
160,-73.88297626085782,40.719344787452535,"Middle Village, Queens"
161,-73.97734956618413,40.757752716131506,"Midtown Center, Manhattan"
162,-73.97262465557132,40.75651709620399,"Midtown East, Manhattan"
163,-73.9787569469772,40.76556053479537,"Midtown North, Manhattan"
164,-73.98474777346333,40.748531963438936,"Midtown South, Manhattan"
165,-73.95822171558687,40.621715330369476,"Midwood, Brooklyn"
166,-73.96361252038452,40.810671030378124,"Morningside Heights, Manhattan"
167,-73.90502042853325,40.825668799115064,"Morrisania/Melrose, Bronx"
168,-73.91207005267076,40.804259571695184,"Mott Haven/Port Morris, Bronx"
169,-73.90635890451843,40.84814861093819,"Mount Hope, Bronx"
170,-73.97830323301746,40.747472556701666,"Murray Hill, Manhattan"
171,-73.80758324504947,40.768050651289165,"Murray Hill-Queens, Queens"
172,-74.1046264820135,40.56889695565619,"New Dorp/Midland Beach, Staten Island"
173,-73.86145876862658,40.75417939234658,"North Corona, Queens"
174,-73.88201558324991,40.8786646578181,"Norwood, Bronx"
175,-73.75525834025694,40.743645931682636,"Oakland Gardens, Queens"
176,-74.12135895690838,40.564554195098246,"Oakwood, Staten Island"
177,-73.91202939695617,40.67706821129366,"Ocean Hill, Brooklyn"
178,-73.97150439948604,40.61784697466658,"Ocean Parkway South, Brooklyn"
179,-73.93012305797602,40.7723951022611,"Old Astoria, Queens"
180,-73.84852847556856,40.67630724147049,"Ozone Park, Queens"
181,-73.98067035444839,40.670745306957485,"Park Slope, Brooklyn"
182,-73.85863371434993,40.83709465826658,"Parkchester, Bronx"
183,-73.83110403455547,40.849368885652694,"Pelham Bay, Bronx"
184,-73.79654954464327,40.86223830714166,"Pelham Bay Park, Bronx"
185,-73.85295520236147,40.85436975812299,"Pelham Parkway, Bronx"
186,-73.99199923695822,40.74858480358324,"Penn Station/Madison Sq West, Manhattan"
187,-74.13612899476675,40.63270612849576,"Port Richmond, Staten Island"
188,-73.94809135303362,40.65874201122463,"Prospect-Lefferts Gardens, Brooklyn"
189,-73.96813104653079,40.676708439357945,"Prospect Heights, Brooklyn"
190,-73.97256948695825,40.66106113805119,"Prospect Park, Brooklyn"
191,-73.74242883808004,40.716929521619356,"Queens Village, Queens"
192,-73.81465247430953,40.74406129735975,"Queensboro Hill, Queens"
193,-73.9390931292549,40.762742594836155,"Queensbridge/Ravenswood, Queens"
194,-73.92573914151376,40.791828610393374,"Randalls Island, Manhattan"
195,-74.0130318573868,40.67444683810141,"Red Hook, Brooklyn"
196,-73.86395836116253,40.726170532463335,"Rego Park, Queens"
197,-73.82909581332208,40.6954854507583,"Richmond Hill, Queens"
198,-73.9041678978622,40.70735961699391,"Ridgewood, Queens"
199,-73.88068296554151,40.7934892675596,"Rikers Island, Bronx"
200,-73.90818464748969,40.898948834163185,"Riverdale/North Riverdale/Fieldston, Bronx"
201,-73.83824585815488,40.5787532923435,"Rockaway Park, Queens"
202,-73.95021026144616,40.761762952076936,"Roosevelt Island, Manhattan"
203,-73.74492430236549,40.64409088403533,"Rosedale, Queens"
204,-74.20884595334947,40.539923370538745,"Rossville/Woodrow, Staten Island"
205,-73.76427255413262,40.69287531816104,"Saint Albans, Queens"
206,-74.099940321269,40.64055721778459,"Saint George/New Brighton, Staten Island"
207,-73.89765319869636,40.76376514860705,"Saint Michaels Cemetery/Woodside, Queens"
208,-73.81485110652389,40.820159663477355,"Schuylerville/Edgewater Park, Bronx"
209,-74.00226657374269,40.70827300211535,"Seaport, Manhattan"
210,-73.93013717269702,40.59000377112895,"Sheepshead Bay, Brooklyn"
211,-74.00219049199994,40.72351128730761,"SoHo, Manhattan"
212,-73.86816614097552,40.82796669212999,"Soundview/Bruckner, Bronx"
213,-73.85036547882947,40.81535011511072,"Soundview/Castle Hill, Bronx"
214,-74.07929472400535,40.58392472989537,"South Beach/Dongan Hills, Staten Island"
215,-73.79207212094727,40.69474293071044,"South Jamaica, Queens"
216,-73.81713132159452,40.676476000236406,"South Ozone Park, Queens"
217,-73.95803772593743,40.704056796537415,"South Williamsburg, Brooklyn"
218,-73.77276119912622,40.672930908294646,"Springfield Gardens North, Queens"
219,-73.77040398540943,40.66196104753324,"Springfield Gardens South, Queens"
220,-73.91204946489354,40.882295274217945,"Spuyten Duyvil/Kingsbridge, Bronx"
221,-74.07219202846687,40.62045813852949,"Stapleton, Staten Island"
222,-73.88412935697347,40.64477562570474,"Starrett City, Brooklyn"
223,-73.89569965177402,40.782078492613586,"Steinway, Queens"
224,-73.97432494659836,40.731621756275175,"Stuy Town/Peter Cooper Village, Manhattan"
225,-73.9304697335964,40.68873732053208,"Stuyvesant Heights, Brooklyn"
226,-73.92583673387942,40.72699995173411,"Sunnyside, Queens"
227,-74.00686328972994,40.63975193057991,"Sunset Park East, Brooklyn"
228,-74.01194748357683,40.6554784297184,"Sunset Park West, Brooklyn"
229,-73.96428391749835,40.7557843396339,"Sutton Place/Turtle Bay North, Manhattan"
230,-73.98431328446868,40.75960675437492,"Times Sq/Theatre District, Manhattan"
231,-74.00988012165361,40.7188479126715,"TriBeCa/Civic Center, Manhattan"
232,-73.98295429854691,40.71359386694201,"Two Bridges/Seward Park, Manhattan"
233,-73.96956393934465,40.74629905130546,"UN/Turtle Bay South, Manhattan"
234,-73.99013084814277,40.73930962587746,"Union Sq, Manhattan"
235,-73.91715837221277,40.85413220003512,"University Heights/Morris Heights, Bronx"
236,-73.95713832046145,40.78026297126913,"Upper East Side North, Manhattan"
237,-73.9656660315101,40.768456095306036,"Upper East Side South, Manhattan"
238,-73.97406636327196,40.79238761227657,"Upper West Side North, Manhattan"
239,-73.98317024389998,40.78479094272765,"Upper West Side South, Manhattan"
240,-73.8790846452564,40.890799942234416,"Van Cortlandt Park, Bronx"
241,-73.89597174141076,40.875342517728605,"Van Cortlandt Village, Bronx"
242,-73.84922971365071,40.84851394968643,"Van Nest/Morris Park, Bronx"
243,-73.93751947033388,40.85737312681302,"Washington Heights North, Manhattan"
244,-73.94325607354219,40.84284998700477,"Washington Heights South, Manhattan"
245,-74.10379674803767,40.63234667885526,"West Brighton, Staten Island"
246,-74.00811097157026,40.750104825775466,"West Chelsea/Hudson Yards, Manhattan"
247,-73.9240763207325,40.830233394475115,"West Concourse, Bronx"
248,-73.8736615819114,40.834861716929126,"West Farms/Bronx River, Bronx"
249,-74.00308130090471,40.733810702857056,"West Village, Manhattan"
250,-73.84496166598409,40.83434445930391,"Westchester Village/Unionport, Bronx"
251,-74.12607421786721,40.6165027464217,"Westerleigh, Staten Island"
252,-73.8149880499696,40.79509713890863,"Whitestone, Queens"
253,-73.84220212215654,40.762045302849465,"Willets Point, Queens"
254,-73.85905547067352,40.882392827159634,"Williamsbridge/Olinville, Bronx"
255,-73.9616724481556,40.719651411168726,"Williamsburg (North Side), Brooklyn"
256,-73.9629402847724,40.71073579169564,"Williamsburg (South Side), Brooklyn"
257,-73.9784265861912,40.656034146973816,"Windsor Terrace, Brooklyn"
258,-73.8547316409158,40.68764043950458,"Woodhaven, Queens"
259,-73.85363505790909,40.90010738774882,"Woodlawn/Wakefield, Bronx"
260,-73.90590742873154,40.74643854356609,"Woodside, Queens"
261,-74.01398316194279,40.70745550442848,"World Trade Center, Manhattan"
262,-73.9434888289842,40.77836286230128,"Yorkville East, Manhattan"
263,-73.95019865397909,40.779019850645746,"Yorkville West, Manhattan"
